iter	Logloss
620	0.2808072033
621	0.2805557612
622	0.2803201932
623	0.2800936549
624	0.2799098736
625	0.2797049938
626	0.2795317456
627	0.279340234
628	0.2790891983
629	0.2788160626
630	0.2786009364
631	0.2783829622
632	0.2781767132
633	0.2780234042
634	0.2777701961
635	0.2775933925
636	0.2773955647
637	0.277208808
638	0.2769424375
639	0.2767154083
640	0.2765334739
641	0.2763028477
642	0.2760267567
643	0.2758552229
644	0.2756287068
645	0.2753635373
646	0.2751594069
647	0.2749670661
648	0.2747767429
649	0.2745873064
650	0.2744396845
651	0.274226152
652	0.2739923999
653	0.2738125716
654	0.2736332692
655	0.2734464802
656	0.2732676219
657	0.2731083646
658	0.2728966901
659	0.2727122512
660	0.2725697533
661	0.2723857241
662	0.2721492978
663	0.2719809677
664	0.2717674995
665	0.2715044321
666	0.2713220989
667	0.2711509838
668	0.2709352178
669	0.2707485155
670	0.2705738745
671	0.2703430323
672	0.2701740801
673	0.2700092974
674	0.2698155671
675	0.2696601042
676	0.2694368402
677	0.2691794947
678	0.2689775178
679	0.2687371693
680	0.2685286344
681	0.2683402297
682	0.2682049484
683	0.2680116752
684	0.2678672315
685	0.2677166869
686	0.267518363
687	0.2673126326
688	0.2671670694
689	0.2669520346
690	0.2667262416
691	0.2665205787
692	0.2664120433
693	0.2662317743
694	0.2660003111
695	0.2658046697
696	0.2656665248
697	0.2654307589
698	0.2652168501
699	0.2650892567
700	0.2649312689
701	0.2646655858
702	0.2644734156
703	0.2642497353
704	0.2641010345
705	0.2638979377
706	0.2637322629
707	0.2635143407
708	0.2632731675
709	0.2630371873
710	0.2628726036
711	0.2626247012
712	0.2624084483
713	0.2622190402
714	0.2621134219
715	0.2618635185
716	0.2616496986
717	0.2614527231
718	0.2612644735
719	0.2610444107
720	0.2608704149
721	0.2607099107
722	0.2605300639
723	0.2604128805
724	0.2601688098
725	0.2599771176
726	0.2597997134
727	0.2596168043
728	0.25940805
729	0.2592030642
730	0.2590128014
731	0.2588268579
732	0.258633838
733	0.2584948852
734	0.2583580348
735	0.2582048661
736	0.2580645378
737	0.2578827356
738	0.2577055238
739	0.2575637093
740	0.2574214374
741	0.2571979014
742	0.25706691
743	0.2568465826
744	0.2566471149
745	0.2564357837
746	0.2562326558
747	0.2560711958
748	0.2559112035
749	0.2557232724
750	0.2555928668
751	0.2553758221
752	0.255254399
753	0.2550385665
754	0.2548664728
755	0.2546673723
756	0.25450482
757	0.2542695382
758	0.2540323498
759	0.2538336376
760	0.2536952057
761	0.2535471761
762	0.2533605648
763	0.2531325379
764	0.2529286894
765	0.2527100539
766	0.2525975878
767	0.2524031495
768	0.2522745884
769	0.2521016837
770	0.2519662915
771	0.2517798118
772	0.2515433825
773	0.2514100328
774	0.2512624116
775	0.2510190422
776	0.2508850201
777	0.2506766977
778	0.2504844431
779	0.2502755557
780	0.2500939207
781	0.2499121627
782	0.2497410272
783	0.2495730824
784	0.2494063148
785	0.2492444645
786	0.2490894924
787	0.2489754216
788	0.2487804819
789	0.2486357348
790	0.2484009175
791	0.2481928769
792	0.2480081258
793	0.2478124846
794	0.2476327454
795	0.2474636948
796	0.2472422053
797	0.2470719053
798	0.2468844739
799	0.2467534157
800	0.2465808811
801	0.2463971879
802	0.2462564251
803	0.2459904103
804	0.2457895479
805	0.2456550105
806	0.2455277347
807	0.2453987041
808	0.2452343902
809	0.2450593331
810	0.2448733101
811	0.2447501867
812	0.2445734298
813	0.2443723194
814	0.2442095458
815	0.2440139243
816	0.2438041435
817	0.2436298787
818	0.2434676642
819	0.2433026519
820	0.2431473601
821	0.2429789707
822	0.2428487057
823	0.2426596017
824	0.242536407
825	0.2423810956
826	0.2421939113
827	0.2420369824
828	0.2418147649
829	0.2416384003
830	0.2414653492
831	0.2412868921
832	0.241125236
833	0.240947005
834	0.2407813124
835	0.2406252179
836	0.2404176204
837	0.2402560296
838	0.2400926581
839	0.2399391739
840	0.2398127223
841	0.2396666849
842	0.2394735442
843	0.2393107778
844	0.2391367518
845	0.2389335318
846	0.2388267596
847	0.238690842
848	0.2386146314
849	0.2384711651
850	0.2382827468
851	0.2381289171
852	0.2379834346
853	0.2377918077
854	0.2376560136
855	0.2375315272
856	0.2373793608
857	0.2371887544
858	0.2370077625
859	0.2368001748
860	0.2366587062
861	0.2365512354
862	0.2364345599
863	0.2363232548
864	0.2361363756
865	0.2359743128
866	0.2357674585
867	0.2356457488
868	0.2355705116
869	0.2354469845
870	0.2352374712
871	0.2350767175
872	0.2349141543
873	0.2347762992
874	0.2346392214
875	0.2344712885
876	0.2343325025
877	0.2341888612
878	0.2340040145
879	0.2338711114
880	0.2336749993
881	0.2335249859
882	0.2333725124
883	0.2332179708
884	0.2330659361
885	0.2328943851
886	0.2327614738
887	0.2325964599
888	0.2324523568
889	0.232287108
890	0.2320520646
891	0.2319398452
892	0.231764152
893	0.2315581208
894	0.2313864401
895	0.2311554719
896	0.231004451
897	0.2308135395
898	0.2306630103
899	0.2304735121
900	0.2303039469
901	0.2301749024
902	0.2299989787
903	0.2298732059
904	0.2296769009
905	0.2295079859
906	0.2294269502
907	0.2292206602
908	0.22913689
909	0.2289966134
910	0.2288175184
911	0.228659721
912	0.2285025417
913	0.228373015
914	0.2282657891
915	0.2281120984
916	0.227958287
917	0.2277529103
918	0.2275194771
919	0.2273269527
920	0.227196842
921	0.2270426614
922	0.2268360113
923	0.2266846982
924	0.226506189
925	0.226308491
926	0.226187301
927	0.22603311
928	0.2258444
929	0.2257201861
930	0.2255701241
931	0.2253435733
932	0.2251962947
933	0.2250565222
934	0.224927119
935	0.2247776078
936	0.2246244284
937	0.2245030872
938	0.2243537808
939	0.2241542945
940	0.2239966848
941	0.223861783
942	0.223752544
943	0.223601717
944	0.2234792685
945	0.2233650362
946	0.2232321704
947	0.2230401559
948	0.2229145756
949	0.2227185686
950	0.2225812699
951	0.2223978392
952	0.2222348177
953	0.2220642915
954	0.2219442988
955	0.2217578282
956	0.2216519547
957	0.2214971493
958	0.2213869818
959	0.2212658939
960	0.2211489656
961	0.2210064767
962	0.2208794176
963	0.2207036221
964	0.22053366
965	0.2204252165
966	0.2202666183
967	0.220086545
968	0.2199655286
969	0.2198392464
970	0.2197349024
971	0.2195905208
972	0.219438208
973	0.2192360979
974	0.219115613
975	0.2189280886
976	0.2188229962
977	0.2186512742
978	0.2185008532
979	0.218374531
980	0.2182486807
981	0.2181291441
982	0.2179882525
983	0.2178794474
984	0.2177106637
985	0.2175870497
986	0.2174162542
987	0.21727751
988	0.2171218628
989	0.2169936642
990	0.2168227145
991	0.2166579243
992	0.2165192439
993	0.2163650062
994	0.2162221067
995	0.2160375392
996	0.2159133819
997	0.2157902806
998	0.2156124436
999	0.2154406759
